工步时间,电压(V),容量(Ah),能量(Wh),系统记录时间,最大单体温度(℃)
1:00:34.000,3.2241,158.500046,515.80426,2025/09/26 20:45:02,32.9
1:00:35.000,3.2244,158.543701,515.945007,2025/09/26 20:45:03,32.9
1:00:36.000,3.2241,158.587311,516.085571,2025/09/26 20:45:04,32.8
1:00:37.000,3.2242,158.630829,516.225891,2025/09/26 20:45:05,32.8
1:00:38.000,3.2242,158.674484,516.366638,2025/09/26 20:45:06,32.8
1:00:39.000,3.2243,158.718048,516.50708,2025/09/26 20:45:07,32.8
1:00:40.000,3.2242,158.761749,516.64801,2025/09/26 20:45:08,32.8
1:00:41.000,3.2241,158.805313,516.788452,2025/09/26 20:45:09,32.8
1:00:42.000,3.224,158.849014,516.929321,2025/09/26 20:45:10,32.8
1:00:43.000,3.2241,158.892578,517.069763,2025/09/26 20:45:11,32.8
1:00:44.000,3.2241,158.935547,517.208252,2025/09/26 20:45:12,32.8
1:00:45.000,3.2242,158.979767,517.35083,2025/09/26 20:45:13,32.8
1:00:46.000,3.224,159.023422,517.491577,2025/09/26 20:45:14,32.8
1:00:47.000,3.2239,159.065506,517.627258,2025/09/26 20:45:15,32.8
1:00:48.000,3.224,159.11055,517.772461,2025/09/26 20:45:16,32.8
1:00:49.000,3.2239,159.15416,517.913086,2025/09/26 20:45:17,32.8
1:00:50.000,3.2241,159.197861,518.053955,2025/09/26 20:45:18,32.8
1:00:51.000,3.2242,159.241425,518.194397,2025/09/26 20:45:19,32.8
1:00:52.000,3.224,159.285126,518.335266,2025/09/26 20:45:20,32.8
1:00:53.000,3.224,159.32869,518.475647,2025/09/26 20:45:21,32.8
1:00:54.000,3.2241,159.372299,518.616272,2025/09/26 20:45:22,32.8
1:00:55.000,3.2239,159.415909,518.756836,2025/09/26 20:45:23,32.8
1:00:56.000,3.224,159.459518,518.8974,2025/09/26 20:45:24,32.8
1:00:57.000,3.224,159.503128,519.037964,2025/09/26 20:45:25,32.8
1:00:58.000,3.2238,159.546753,519.178528,2025/09/26 20:45:26,32.8
1:00:59.000,3.224,159.590317,519.31897,2025/09/26 20:45:27,32.8
1:01:00.000,3.2241,159.634018,519.459839,2025/09/26 20:45:28,32.8
1:01:01.000,3.2238,159.677536,519.600098,2025/09/26 20:45:29,32.8
1:01:02.000,3.2236,159.721146,519.740662,2025/09/26 20:45:30,32.8
1:01:03.000,3.224,159.764801,519.881409,2025/09/26 20:45:31,32.8
1:01:04.000,3.2239,159.808411,520.021973,2025/09/26 20:45:32,32.8
1:01:05.000,3.2238,159.85202,520.162537,2025/09/26 20:45:33,32.8
1:01:06.000,3.2239,159.89563,520.30304,2025/09/26 20:45:34,32.8
1:01:07.000,3.2238,159.93924,520.443604,2025/09/26 20:45:35,32.8
1:01:08.000,3.2237,159.982803,520.584045,2025/09/26 20:45:36,32.8
1:01:09.000,3.2238,160.026459,520.724731,2025/09/26 20:45:37,32.8
1:01:10.000,3.2237,160.070038,520.865173,2025/09/26 20:45:38,32.8
1:01:11.000,3.2238,160.113693,521.005859,2025/09/26 20:45:39,32.8
1:01:12.000,3.2236,160.157349,521.146545,2025/09/26 20:45:40,32.8
1:01:13.000,3.2238,160.200867,521.286804,2025/09/26 20:45:41,32.8
1:01:14.000,3.2237,160.244476,521.427368,2025/09/26 20:45:42,32.8
1:01:15.000,3.2237,160.287872,521.567261,2025/09/26 20:45:43,32.8
1:01:16.000,3.2236,160.331787,521.708801,2025/09/26 20:45:44,32.8
1:01:17.000,3.2238,160.375351,521.849182,2025/09/26 20:45:45,32.8
1:01:18.000,3.2236,160.418961,521.989746,2025/09/26 20:45:46,32.8
1:01:19.000,3.2237,160.462524,522.130188,2025/09/26 20:45:47,32.8
1:01:20.000,3.2236,160.50618,522.270874,2025/09/26 20:45:48,32.8
1:01:21.000,3.2235,160.550095,522.412415,2025/09/26 20:45:49,32.8
1:01:22.000,3.2237,160.593323,522.551697,2025/09/26 20:45:50,32.8
1:01:23.000,3.2236,160.637024,522.692566,2025/09/26 20:45:51,32.8
1:01:24.000,3.2235,160.680634,522.83313,2025/09/26 20:45:52,32.8
1:01:25.000,3.2236,160.724152,522.973389,2025/09/26 20:45:53,32.8
1:01:26.000,3.2234,160.767853,523.114197,2025/09/26 20:45:54,32.8
1:01:27.000,3.2235,160.811203,523.253967,2025/09/26 20:45:55,32.8
1:01:28.000,3.2233,160.855026,523.395203,2025/09/26 20:45:56,32.8
1:01:29.000,3.2236,160.898682,523.535889,2025/09/26 20:45:57,32.8
1:01:30.000,3.2234,160.942245,523.676331,2025/09/26 20:45:58,32.8
1:01:31.000,3.2234,160.985809,523.816711,2025/09/26 20:45:59,32.8
1:01:32.000,3.2234,161.02951,523.957581,2025/09/26 20:46:00,32.8
1:01:33.000,3.2234,161.073074,524.097961,2025/09/26 20:46:01,32.8
1:01:34.000,3.2234,161.116699,524.238525,2025/09/26 20:46:02,32.8
1:01:35.000,3.2234,161.160339,524.379272,2025/09/26 20:46:03,32.8
1:01:36.000,3.2236,161.203262,524.517578,2025/09/26 20:46:04,32.8
1:01:37.000,3.2236,161.247528,524.660217,2025/09/26 20:46:05,32.8
1:01:38.000,3.2233,161.291092,524.800659,2025/09/26 20:46:06,32.8
1:01:39.000,3.2231,161.334747,524.941345,2025/09/26 20:46:07,32.8
1:01:40.000,3.2234,161.378403,525.082031,2025/09/26 20:46:08,32.8
1:01:41.000,3.2233,161.422058,525.222717,2025/09/26 20:46:09,32.8
1:01:42.000,3.2233,161.465622,525.363159,2025/09/26 20:46:10,32.8
1:01:43.000,3.2234,161.509186,525.50354,2025/09/26 20:46:11,32.8
1:01:44.000,3.2233,161.552795,525.644104,2025/09/26 20:46:12,32.8
1:01:45.000,3.2234,161.596405,525.784668,2025/09/26 20:46:13,32.8
1:01:46.000,3.2232,161.64003,525.925232,2025/09/26 20:46:14,32.8
1:01:47.000,3.2232,161.68367,526.065918,2025/09/26 20:46:15,32.8
1:01:48.000,3.2233,161.727295,526.206482,2025/09/26 20:46:16,32.8
1:01:49.000,3.2234,161.770859,526.346924,2025/09/26 20:46:17,32.8
1:01:50.000,3.2233,161.814514,526.48761,2025/09/26 20:46:18,32.8
1:01:51.000,3.2233,161.858032,526.627869,2025/09/26 20:46:19,32.8
1:01:52.000,3.2234,161.901733,526.768738,2025/09/26 20:46:20,32.8
1:01:53.000,3.2233,161.945343,526.909302,2025/09/26 20:46:21,32.8
1:01:54.000,3.2231,161.988861,527.049561,2025/09/26 20:46:22,32.8
1:01:55.000,3.2233,162.032562,527.190369,2025/09/26 20:46:23,32.8
1:01:56.000,3.2233,162.076126,527.330811,2025/09/26 20:46:24,32.8
1:01:57.000,3.2231,162.119736,527.471375,2025/09/26 20:46:25,32.8
1:01:58.000,3.2233,162.163391,527.612061,2025/09/26 20:46:26,32.8
1:01:59.000,3.2232,162.20697,527.752502,2025/09/26 20:46:27,32.8
1:02:00.000,3.2233,162.25058,527.893005,2025/09/26 20:46:28,32.8
1:02:01.000,3.2232,162.294235,528.033752,2025/09/26 20:46:29,32.8
1:02:02.000,3.2229,162.337845,528.174255,2025/09/26 20:46:30,32.8
1:02:03.000,3.2232,162.38031,528.311157,2025/09/26 20:46:31,32.8
1:02:04.000,3.2231,162.425064,528.455383,2025/09/26 20:46:32,32.8
1:02:05.000,3.2229,162.468674,528.595947,2025/09/26 20:46:33,32.8
1:02:06.000,3.2231,162.511185,528.732971,2025/09/26 20:46:34,32.8
1:02:07.000,3.2229,162.555847,528.876892,2025/09/26 20:46:35,32.8
1:02:08.000,3.2233,162.599503,529.017578,2025/09/26 20:46:36,32.8
1:02:09.000,3.2231,162.643112,529.158142,2025/09/26 20:46:37,32.8
1:02:10.000,3.2229,162.686646,529.298401,2025/09/26 20:46:38,32.8
1:02:11.000,3.2231,162.730286,529.439087,2025/09/26 20:46:39,32.8
1:02:12.000,3.223,162.773941,529.579712,2025/09/26 20:46:40,32.7
1:02:13.000,3.2229,162.817596,529.720398,2025/09/26 20:46:41,32.7
1:02:14.000,3.2231,162.86113,529.860657,2025/09/26 20:46:42,32.7
1:02:15.000,3.2229,162.904831,530.001465,2025/09/26 20:46:43,32.7
1:02:16.000,3.2229,162.948349,530.141724,2025/09/26 20:46:44,32.7
1:02:17.000,3.2229,162.991699,530.281433,2025/09/26 20:46:45,32.7
1:02:18.000,3.2229,163.035614,530.422913,2025/09/26 20:46:46,32.7
1:02:19.000,3.2231,163.079178,530.563293,2025/09/26 20:46:47,32.7
1:02:20.000,3.2227,163.122833,530.703979,2025/09/26 20:46:48,32.7
1:02:21.000,3.223,163.166489,530.844604,2025/09/26 20:46:49,32.7
1:02:22.000,3.2228,163.210052,530.984985,2025/09/26 20:46:50,32.7
1:02:23.000,3.2229,163.253708,531.125671,2025/09/26 20:46:51,32.7
1:02:24.000,3.223,163.297272,531.266052,2025/09/26 20:46:52,32.7
1:02:25.000,3.2228,163.340927,531.406677,2025/09/26 20:46:53,32.7
1:02:26.000,3.2229,163.38446,531.546936,2025/09/26 20:46:54,32.7
1:02:27.000,3.2228,163.428116,531.687561,2025/09/26 20:46:55,32.7
1:02:28.000,3.2227,163.471725,531.828064,2025/09/26 20:46:56,32.7
1:02:29.000,3.2227,163.515335,531.968628,2025/09/26 20:46:57,32.7
1:02:30.000,3.2227,163.55899,532.109253,2025/09/26 20:46:58,32.7
1:02:31.000,3.2227,163.602509,532.249512,2025/09/26 20:46:59,32.7
1:02:32.000,3.2227,163.646164,532.390137,2025/09/26 20:47:00,32.7
1:02:33.000,3.2227,163.689682,532.530396,2025/09/26 20:47:01,32.7
1:02:34.000,3.2227,163.733337,532.671021,2025/09/26 20:47:02,32.7
1:02:35.000,3.2228,163.777039,532.811829,2025/09/26 20:47:03,32.7
1:02:36.000,3.2227,163.820602,532.952209,2025/09/26 20:47:04,32.7
1:02:37.000,3.2226,163.864182,533.09259,2025/09/26 20:47:05,32.7
1:02:38.000,3.2226,163.907791,533.233093,2025/09/26 20:47:06,32.7
1:02:39.000,3.2228,163.951447,533.373779,2025/09/26 20:47:07,32.7
1:02:40.000,3.2228,163.995056,533.514282,2025/09/26 20:47:08,32.7
1:02:41.000,3.2227,164.038742,533.65509,2025/09/26 20:47:09,32.7
1:02:42.000,3.2227,164.082275,533.795288,2025/09/26 20:47:10,32.7
1:02:43.000,3.2226,164.125839,533.935669,2025/09/26 20:47:11,32.7
1:02:44.000,3.2226,164.169449,534.076172,2025/09/26 20:47:12,32.7
1:02:45.000,3.2225,164.213058,534.216675,2025/09/26 20:47:13,32.7
1:02:46.000,3.2225,164.256668,534.357239,2025/09/26 20:47:14,32.7
1:02:47.000,3.2226,164.300278,534.497742,2025/09/26 20:47:15,32.7
1:02:48.000,3.2225,164.343933,534.638367,2025/09/26 20:47:16,32.7
1:02:49.000,3.2227,164.387512,534.778748,2025/09/26 20:47:17,32.7
1:02:50.000,3.2226,164.431152,534.919434,2025/09/26 20:47:18,32.7
1:02:51.000,3.2224,164.474731,535.059753,2025/09/26 20:47:19,32.7
1:02:52.000,3.2224,164.518341,535.200317,2025/09/26 20:47:20,32.7
1:02:53.000,3.2224,164.561996,535.340942,2025/09/26 20:47:21,32.7
1:02:54.000,3.2224,164.605606,535.481445,2025/09/26 20:47:22,32.7
1:02:55.000,3.2224,164.649261,535.622131,2025/09/26 20:47:23,32.7
1:02:56.000,3.2222,164.692825,535.762512,2025/09/26 20:47:24,32.7
1:02:57.000,3.2224,164.736389,535.902893,2025/09/26 20:47:25,32.7
1:02:58.000,3.2225,164.779999,536.043396,2025/09/26 20:47:26,32.7
1:02:59.000,3.2223,164.823654,536.184021,2025/09/26 20:47:27,32.7
1:03:00.000,3.2224,164.867218,536.324402,2025/09/26 20:47:28,32.7
1:03:01.000,3.2222,164.910828,536.464905,2025/09/26 20:47:29,32.7
1:03:02.000,3.2222,164.954483,536.605591,2025/09/26 20:47:30,32.7
1:03:03.000,3.2224,164.998093,536.746094,2025/09/26 20:47:31,32.7
1:03:04.000,3.2222,165.041718,536.886597,2025/09/26 20:47:32,32.7
1:03:05.000,3.2224,165.085281,537.026978,2025/09/26 20:47:33,32.7
1:03:06.000,3.2223,165.128983,537.167786,2025/09/26 20:47:34,32.7
1:03:07.000,3.2224,165.172501,537.307983,2025/09/26 20:47:35,32.7
1:03:08.000,3.2222,165.216156,537.448669,2025/09/26 20:47:36,32.7
1:03:09.000,3.2223,165.259018,537.586792,2025/09/26 20:47:37,32.7
1:03:10.000,3.2222,165.303375,537.729675,2025/09/26 20:47:38,32.7
1:03:11.000,3.2222,165.347031,537.870361,2025/09/26 20:47:39,32.7
1:03:12.000,3.2224,165.390594,538.010742,2025/09/26 20:47:40,32.7
1:03:13.000,3.2222,165.434204,538.151245,2025/09/26 20:47:41,32.7
1:03:14.000,3.2221,165.477814,538.291748,2025/09/26 20:47:42,32.7
1:03:15.000,3.2222,165.521423,538.432251,2025/09/26 20:47:43,32.7
1:03:16.000,3.222,165.565002,538.572632,2025/09/26 20:47:44,32.7
1:03:17.000,3.2222,165.608658,538.713257,2025/09/26 20:47:45,32.7
1:03:18.000,3.2222,165.652267,538.85376,2025/09/26 20:47:46,32.7
1:03:19.000,3.2221,165.695877,538.994324,2025/09/26 20:47:47,32.7
1:03:20.000,3.2221,165.739487,539.134827,2025/09/26 20:47:48,32.7
1:03:21.000,3.222,165.783096,539.27533,2025/09/26 20:47:49,32.7
1:03:22.000,3.222,165.826706,539.415833,2025/09/26 20:47:50,32.7
1:03:23.000,3.2221,165.87027,539.556152,2025/09/26 20:47:51,32.7
1:03:24.000,3.2219,165.913925,539.696838,2025/09/26 20:47:52,32.6
1:03:25.000,3.222,165.957581,539.837463,2025/09/26 20:47:53,32.6
1:03:26.000,3.222,166.001144,539.977783,2025/09/26 20:47:54,32.6
1:03:27.000,3.2221,166.044754,540.118286,2025/09/26 20:47:55,32.6
1:03:28.000,3.222,166.088333,540.258667,2025/09/26 20:47:56,32.6
1:03:29.000,3.222,166.131989,540.399292,2025/09/26 20:47:57,32.6
1:03:30.000,3.2219,166.175507,540.53949,2025/09/26 20:47:58,32.6
1:03:31.000,3.222,166.219254,540.68042,2025/09/26 20:47:59,32.6
1:03:32.000,3.2219,166.262863,540.820862,2025/09/26 20:48:00,32.6
1:03:33.000,3.2219,166.306427,540.961243,2025/09/26 20:48:01,32.6
1:03:34.000,3.2219,166.350037,541.101685,2025/09/26 20:48:02,32.6
1:03:35.000,3.2219,166.393387,541.241333,2025/09/26 20:48:03,32.6
1:03:36.000,3.2219,166.437256,541.382629,2025/09/26 20:48:04,32.6
1:03:37.000,3.222,166.480865,541.523132,2025/09/26 20:48:05,32.6
1:03:38.000,3.2218,166.524521,541.663757,2025/09/26 20:48:06,32.6
1:03:39.000,3.2219,166.568039,541.803955,2025/09/26 20:48:07,32.6
1:03:40.000,3.2218,166.611694,541.94458,2025/09/26 20:48:08,32.6
1:03:41.000,3.2218,166.65535,542.085144,2025/09/26 20:48:09,32.6
1:03:42.000,3.2219,166.698883,542.225342,2025/09/26 20:48:10,32.6
1:03:43.000,3.2218,166.742493,542.365845,2025/09/26 20:48:11,32.6
1:03:44.000,3.2219,166.785446,542.504211,2025/09/26 20:48:12,32.6
1:03:45.000,3.2218,166.829712,542.64679,2025/09/26 20:48:13,32.6
1:03:46.000,3.2217,166.873322,542.787231,2025/09/26 20:48:14,32.6
1:03:47.000,3.2219,166.916977,542.927856,2025/09/26 20:48:15,32.6
1:03:48.000,3.2217,166.960541,543.068176,2025/09/26 20:48:16,32.6
1:03:49.000,3.2217,167.004196,543.208801,2025/09/26 20:48:17,32.6
1:03:50.000,3.2218,167.047729,543.348999,2025/09/26 20:48:18,32.6
1:03:51.000,3.2217,167.091415,543.489746,2025/09/26 20:48:19,32.6
1:03:52.000,3.2217,167.134995,543.630066,2025/09/26 20:48:20,32.6
1:03:53.000,3.2215,167.17868,543.770813,2025/09/26 20:48:21,32.6
1:03:54.000,3.2215,167.22226,543.911133,2025/09/26 20:48:22,32.6
1:03:55.000,3.2218,167.2659,544.051758,2025/09/26 20:48:23,32.6
1:03:56.000,3.2216,167.309479,544.192078,2025/09/26 20:48:24,32.6
1:03:57.000,3.2217,167.352997,544.332275,2025/09/26 20:48:25,32.6
1:03:58.000,3.2214,167.396698,544.473022,2025/09/26 20:48:26,32.6
1:03:59.000,3.2215,167.440353,544.613647,2025/09/26 20:48:27,32.6
1:04:00.000,3.2217,167.483917,544.753967,2025/09/26 20:48:28,32.6
1:04:01.000,3.2214,167.527481,544.894287,2025/09/26 20:48:29,32.6
1:04:02.000,3.2215,167.571091,545.03479,2025/09/26 20:48:30,32.6
1:04:03.000,3.2215,167.6147,545.175232,2025/09/26 20:48:31,32.6
1:04:04.000,3.2214,167.6577,545.313721,2025/09/26 20:48:32,32.6
1:04:05.000,3.2215,167.701935,545.456177,2025/09/26 20:48:33,32.6
1:04:06.000,3.2213,167.74559,545.596802,2025/09/26 20:48:34,32.6
1:04:07.000,3.2217,167.7892,545.737244,2025/09/26 20:48:35,32.6
1:04:08.000,3.2215,167.832764,545.877563,2025/09/26 20:48:36,32.6
1:04:09.000,3.2214,167.876419,546.018188,2025/09/26 20:48:37,32.6
1:04:10.000,3.2215,167.919983,546.158508,2025/09/26 20:48:38,32.6
1:04:11.000,3.2215,167.963638,546.299133,2025/09/26 20:48:39,32.6
1:04:12.000,3.2215,168.007248,546.439636,2025/09/26 20:48:40,32.6
1:04:13.000,3.2214,168.050812,546.579956,2025/09/26 20:48:41,32.6
1:04:14.000,3.2214,168.094467,546.720581,2025/09/26 20:48:42,32.6
1:04:15.000,3.2214,168.138077,546.861023,2025/09/26 20:48:43,32.6
1:04:16.000,3.2213,168.18103,546.99939,2025/09/26 20:48:44,32.6
1:04:17.000,3.2212,168.225342,547.14209,2025/09/26 20:48:45,32.6
1:04:18.000,3.2215,168.268951,547.282593,2025/09/26 20:48:46,32.6
1:04:19.000,3.2214,168.312561,547.423035,2025/09/26 20:48:47,32.6
1:04:20.000,3.2212,168.35614,547.563354,2025/09/26 20:48:48,32.6
1:04:21.000,3.2213,168.39949,547.703003,2025/09/26 20:48:49,32.6
1:04:22.000,3.2213,168.443314,547.844177,2025/09/26 20:48:50,32.6
1:04:23.000,3.2212,168.487015,547.984924,2025/09/26 20:48:51,32.6
1:04:24.000,3.2213,168.530624,548.125427,2025/09/26 20:48:52,32.6
1:04:25.000,3.2213,168.574142,548.265564,2025/09/26 20:48:53,32.6
1:04:26.000,3.2212,168.617798,548.406189,2025/09/26 20:48:54,32.6
1:04:27.000,3.2212,168.661407,548.546692,2025/09/26 20:48:55,32.6
1:04:28.000,3.2213,168.705063,548.687256,2025/09/26 20:48:56,32.6
1:04:29.000,3.2213,168.748581,548.827454,2025/09/26 20:48:57,32.6
1:04:30.000,3.2211,168.791107,548.964417,2025/09/26 20:48:58,32.6
1:04:31.000,3.2212,168.835846,549.108521,2025/09/26 20:48:59,32.6
1:04:32.000,3.2212,168.879379,549.248718,2025/09/26 20:49:00,32.6
1:04:33.000,3.2212,168.92308,549.389465,2025/09/26 20:49:01,32.6
1:04:34.000,3.221,168.96669,549.529968,2025/09/26 20:49:02,32.6
1:04:35.000,3.221,169.010345,549.670532,2025/09/26 20:49:03,32.6
1:04:36.000,3.221,169.053955,549.811035,2025/09/26 20:49:04,32.6
1:04:37.000,3.221,169.097519,549.951355,2025/09/26 20:49:05,32.6
1:04:38.000,3.2212,169.141174,550.09198,2025/09/26 20:49:06,32.6
1:04:39.000,3.2212,169.184738,550.2323,2025/09/26 20:49:07,32.6
1:04:40.000,3.2209,169.228348,550.372742,2025/09/26 20:49:08,32.6
1:04:41.000,3.2209,169.271652,550.512207,2025/09/26 20:49:09,32.6
1:04:42.000,3.2212,169.315567,550.653625,2025/09/26 20:49:10,32.6
1:04:43.000,3.221,169.359055,550.793701,2025/09/26 20:49:11,32.6
1:04:44.000,3.221,169.402756,550.934448,2025/09/26 20:49:12,32.6
1:04:45.000,3.221,169.446411,551.075012,2025/09/26 20:49:13,32.6
1:04:46.000,3.2211,169.489975,551.215332,2025/09/26 20:49:14,32.6
1:04:47.000,3.2208,169.533585,551.355774,2025/09/26 20:49:15,32.6
1:04:48.000,3.2209,169.577286,551.49646,2025/09/26 20:49:16,32.6
1:04:49.000,3.221,169.620804,551.636658,2025/09/26 20:49:17,32.6
1:04:50.000,3.221,169.664413,551.7771,2025/09/26 20:49:18,32.6
1:04:51.000,3.221,169.708023,551.917542,2025/09/26 20:49:19,32.6
1:04:52.000,3.221,169.751633,552.057922,2025/09/26 20:49:20,32.6
1:04:53.000,3.221,169.79538,552.198792,2025/09/26 20:49:21,32.6
1:04:54.000,3.2208,169.838852,552.338806,2025/09/26 20:49:22,32.6
1:04:55.000,3.2211,169.882507,552.47937,2025/09/26 20:49:23,32.6
1:04:56.000,3.2209,169.926086,552.61969,2025/09/26 20:49:24,32.6
1:04:57.000,3.2209,169.969742,552.760254,2025/09/26 20:49:25,32.6
1:04:58.000,3.2206,170.013306,552.900574,2025/09/26 20:49:26,32.6
1:04:59.000,3.2206,170.056961,553.041138,2025/09/26 20:49:27,32.6
1:05:00.000,3.221,170.100571,553.181519,2025/09/26 20:49:28,32.6
1:05:01.000,3.2206,170.14418,553.32196,2025/09/26 20:49:29,32.6
1:05:02.000,3.2209,170.18779,553.462402,2025/09/26 20:49:30,32.6
1:05:03.000,3.2208,170.2314,553.602844,2025/09/26 20:49:31,32.6
1:05:04.000,3.2207,170.275009,553.743225,2025/09/26 20:49:32,32.6
1:05:05.000,3.2208,170.318619,553.883667,2025/09/26 20:49:33,32.6
1:05:06.000,3.2206,170.362228,554.024109,2025/09/26 20:49:34,32.6
1:05:07.000,3.2207,170.405838,554.164551,2025/09/26 20:49:35,32.6
1:05:08.000,3.2206,170.449371,554.304688,2025/09/26 20:49:36,32.6
1:05:09.000,3.2206,170.493073,554.445374,2025/09/26 20:49:37,32.6
1:05:10.000,3.2206,170.536682,554.585815,2025/09/26 20:49:38,32.6
1:05:11.000,3.2207,170.580292,554.726257,2025/09/26 20:49:39,32.6
1:05:12.000,3.2205,170.623901,554.866699,2025/09/26 20:49:40,32.6
1:05:13.000,3.2208,170.667557,555.007263,2025/09/26 20:49:41,32.6
1:05:14.000,3.2206,170.711075,555.1474,2025/09/26 20:49:42,32.6
1:05:15.000,3.2206,170.754074,555.285828,2025/09/26 20:49:43,32.6
1:05:16.000,3.2206,170.79834,555.428406,2025/09/26 20:49:44,32.6
1:05:17.000,3.2204,170.841949,555.568787,2025/09/26 20:49:45,32.6
1:05:18.000,3.2205,170.885559,555.709229,2025/09/26 20:49:46,32.6
1:05:19.000,3.2205,170.929123,555.849548,2025/09/26 20:49:47,32.6
1:05:20.000,3.2206,170.972824,555.990234,2025/09/26 20:49:48,32.6
1:05:21.000,3.2206,171.016388,556.130493,2025/09/26 20:49:49,32.6
1:05:22.000,3.2205,171.060013,556.270935,2025/09/26 20:49:50,32.6
1:05:23.000,3.2206,171.103577,556.411255,2025/09/26 20:49:51,32.6
1:05:24.000,3.2205,171.147232,556.551819,2025/09/26 20:49:52,32.6
1:05:25.000,3.2204,171.190842,556.6922,2025/09/26 20:49:53,32.6
1:05:26.000,3.2206,171.234451,556.832642,2025/09/26 20:49:54,32.6
1:05:27.000,3.2206,171.278015,556.972961,2025/09/26 20:49:55,32.6
1:05:28.000,3.2205,171.321671,557.113525,2025/09/26 20:49:56,32.6
1:05:29.000,3.2205,171.365234,557.253784,2025/09/26 20:49:57,32.6
1:05:30.000,3.2204,171.408798,557.394043,2025/09/26 20:49:58,32.6
1:05:31.000,3.2205,171.452423,557.534485,2025/09/26 20:49:59,32.6
1:05:32.000,3.2202,171.496109,557.675232,2025/09/26 20:50:00,32.6
1:05:33.000,3.2205,171.539642,557.815369,2025/09/26 20:50:01,32.6
1:05:34.000,3.2205,171.583298,557.955933,2025/09/26 20:50:02,32.6
1:05:35.000,3.2202,171.626953,558.096497,2025/09/26 20:50:03,32.6
1:05:36.000,3.2203,171.670563,558.236938,2025/09/26 20:50:04,32.6
1:05:37.000,3.2203,171.714127,558.377197,2025/09/26 20:50:05,32.6
1:05:38.000,3.2202,171.758209,558.519165,2025/09/26 20:50:06,32.6
1:05:39.000,3.2203,171.801788,558.659485,2025/09/26 20:50:07,32.6
1:05:40.000,3.2202,171.845398,558.799866,2025/09/26 20:50:08,32.6
1:05:41.000,3.2203,171.888824,558.939758,2025/09/26 20:50:09,32.6
1:05:42.000,3.2202,171.932663,559.080872,2025/09/26 20:50:10,32.6
1:05:43.000,3.2201,171.976273,559.221313,2025/09/26 20:50:11,32.6
1:05:44.000,3.2203,172.019836,559.361572,2025/09/26 20:50:12,32.6
1:05:45.000,3.2202,172.063446,559.502014,2025/09/26 20:50:13,32.6
1:05:46.000,3.2201,172.107147,559.6427,2025/09/26 20:50:14,32.6
1:05:47.000,3.2201,172.150757,559.783142,2025/09/26 20:50:15,32.6
1:05:48.000,3.2201,172.194321,559.923462,2025/09/26 20:50:16,32.6
1:05:49.000,3.2203,172.23793,560.063843,2025/09/26 20:50:17,32.6
1:05:50.000,3.2202,172.28154,560.204285,2025/09/26 20:50:18,32.6
1:05:51.000,3.2201,172.32515,560.344727,2025/09/26 20:50:19,32.6
1:05:52.000,3.22,172.368774,560.485107,2025/09/26 20:50:20,32.6
1:05:53.000,3.2201,172.412338,560.625366,2025/09/26 20:50:21,32.6
1:05:54.000,3.2202,172.455994,560.76593,2025/09/26 20:50:22,32.6
1:05:55.000,3.2201,172.498947,560.904297,2025/09/26 20:50:23,32.6
1:05:56.000,3.2199,172.543213,561.046814,2025/09/26 20:50:24,32.6
1:05:57.000,3.2201,172.586777,561.187073,2025/09/26 20:50:25,32.6
1:05:58.000,3.2199,172.630219,561.326904,2025/09/26 20:50:26,32.6
1:05:59.000,3.2199,172.674042,561.468018,2025/09/26 20:50:27,32.6
1:06:00.000,3.22,172.717651,561.608398,2025/09/26 20:50:28,32.6
1:06:01.000,3.2198,172.761215,561.748657,2025/09/26 20:50:29,32.6
1:06:02.000,3.2201,172.804825,561.889099,2025/09/26 20:50:30,32.6
1:06:03.000,3.2199,172.848526,562.029785,2025/09/26 20:50:31,32.6
1:06:04.000,3.2199,172.89209,562.170044,2025/09/26 20:50:32,32.6
1:06:05.000,3.2198,172.935669,562.310303,2025/09/26 20:50:33,32.6
1:06:06.000,3.2199,172.979355,562.450989,2025/09/26 20:50:34,32.6
1:06:07.000,3.2198,173.022934,562.591248,2025/09/26 20:50:35,32.6
1:06:08.000,3.2199,173.066498,562.731506,2025/09/26 20:50:36,32.6
1:06:09.000,3.2198,173.110107,562.871887,2025/09/26 20:50:37,32.6
1:06:10.000,3.2199,173.153763,563.01239,2025/09/26 20:50:38,32.6
1:06:11.000,3.2198,173.197327,563.152649,2025/09/26 20:50:39,32.6
1:06:12.000,3.2198,173.239899,563.289673,2025/09/26 20:50:40,32.6
1:06:13.000,3.2199,173.284592,563.433533,2025/09/26 20:50:41,32.6
1:06:14.000,3.2196,173.328201,563.573914,2025/09/26 20:50:42,32.6
1:06:15.000,3.2197,173.371811,563.714355,2025/09/26 20:50:43,32.6
1:06:16.000,3.2199,173.41539,563.854553,2025/09/26 20:50:44,32.6
1:06:17.000,3.2196,173.458389,563.992981,2025/09/26 20:50:45,32.6
1:06:18.000,3.2197,173.502655,564.135498,2025/09/26 20:50:46,32.6
1:06:19.000,3.2196,173.546219,564.275696,2025/09/26 20:50:47,32.6
1:06:20.000,3.2196,173.589874,564.41626,2025/09/26 20:50:48,32.6
1:06:21.000,3.2196,173.633484,564.556641,2025/09/26 20:50:49,32.6
1:06:22.000,3.2197,173.677094,564.697021,2025/09/26 20:50:50,32.6
